prev_ref,curr_ref,rule,decision,reason
LDC.T23.E0018.P056,LDC.T23.E0018.P057,short_lower,approved_for_display,"short_lower; prev ends 'de Mon divin Fiat,'; curr starts 'c’est d’obtenir'"
LDC.T23.E0028.P090,LDC.T23.E0028.P091,short_lower,approved_for_display,"short_lower; prev ends ' Qualités divines,'; curr starts 'afin'"
LDC.T24.E0032.P011,LDC.T24.E0032.P012,short_lower,approved_for_display,short_lower; prev ends 'faire le sacrifice'; curr starts 'afin d’amener'
LDC.T24.E0033.P043,LDC.T24.E0033.P044,short_lower,approved_for_display,short_lower; prev ends 'rend fin avec leur'; curr starts 'œuvre.'
LDC.T24.E0035.P004,LDC.T24.E0035.P005,short_lower,approved_for_display,"short_lower; prev ends ' l’Acte incessant,'; curr starts 'sa nature est'"
LDC.T24.E0040.P034,LDC.T24.E0040.P035,short_lower,approved_for_display,"short_lower; prev ends 'toute la Création,'; curr starts 'pour maintenir'"
LDC.T25.E0010.P039,LDC.T25.E0010.P040,short_lower,approved_for_display,"short_lower; prev ends 'le plus, qui est :'; curr starts 'une volonté humain'"
LDC.T25.E0017.P091,LDC.T25.E0017.P092,short_lower,approved_for_display,"short_lower; prev ends ' dans la créature,'; curr starts 'afin de'"
LDC.T26.E0024.P065,LDC.T26.E0024.P066,short_lower,approved_for_display,"short_lower; prev ends 'st voulu par Nous,'; curr starts 'la nature humaine'"
LDC.T27.E0021.P053,LDC.T27.E0021.P054,short_lower,approved_for_display,short_lower; prev ends 'i triomphe de tout'; curr starts 'pour donner'
LDC.T28.E0016.P029,LDC.T28.E0016.P030,short_lower,approved_for_display,"short_lower; prev ends 'dominer par Elle :'; curr starts 'si ses actes,'"
LDC.T28.E0033.P063,LDC.T28.E0033.P064,short_lower,approved_for_display,"short_lower; prev ends 'Puissance du Fiat,'; curr starts 'le Fiat'"
LDC.T29.E0032.P037,LDC.T29.E0032.P038,short_lower,approved_for_display,"short_lower; prev ends 'e la sienne aussi,'; curr starts 'il doit'"
LDC.T30.E0003.P073,LDC.T30.E0003.P074,short_lower,approved_for_display,"short_lower; prev ends 'ajouta : Ma fille,'; curr starts 'aimer signifie'"
LDC.T30.E0034.P084,LDC.T30.E0034.P085,short_lower,approved_for_display,short_lower; prev ends ' en tant que fille'; curr starts 'à recevoir'
LDC.T30.E0035.P085,LDC.T30.E0035.P086,short_lower,approved_for_display,short_lower; prev ends 'ais encore offerts'; curr starts 'afin de trouver'
